Animal ID,Name,DateTime,MonthYear,Found Location,Intake Type,Intake Condition,Animal Type,Sex upon Intake,Age upon Intake,Breed,Color
A908617,*Mick,07/02/2024 09:19:00 PM,July 2024,7501 Carver in Austin (TX),Owner Surrender,Normal,Dog,Intact Male,5 months,Standard Schnauzer Mix,Black/Brown
A908618,Bella Rue,07/02/2024 09:19:00 PM,July 2024,7501 Carver in Austin (TX),Owner Surrender,Normal,Dog,Intact Female,5 months,Labrador Retriever/Standard Schnauzer,Fawn/Black
A908619,*John,07/02/2024 09:19:00 PM,July 2024,7501 Carver in Austin (TX),Owner Surrender,Normal,Dog,Intact Male,5 months,Labrador Retriever/Standard Schnauzer,Fawn/White
A908622,Mandy,07/02/2024 11:45:00 PM,July 2024,12041 Dessau Unit 2708 in Austin (TX),Public Assist,Normal,Dog,Spayed Female,12 years,Miniature Pinscher,Black/Tan
A908620,Sunny,07/02/2024 11:45:00 PM,July 2024,12041 Dessau Unit 2708 in Austin (TX),Public Assist,Normal,Bird,Unknown,2 years,Conure,Red/Yellow
A908621,Nicki,07/02/2024 11:45:00 PM,July 2024,12041 Dessau Unit 2708 in Austin (TX),Public Assist,Normal,Dog,Neutered Male,12 years,Miniature Pinscher,Tan/White
A908636,Dublin,07/03/2024 10:59:00 AM,July 2024,13010 Ridgeline Boulevard in Williamson (TX),Public Assist,Normal,Dog,Intact Female,1 year,Labrador Retriever,White
A904073,Luna,07/03/2024 11:01:00 AM,July 2024,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,9 years,Labrador Retriever,Tan
A908637,Bailey,07/03/2024 11:15:00 AM,July 2024,5515 Hitcher Bend in Travis (TX),Public Assist,Normal,Dog,Intact Female,14 years,Finnish Spitz Mix,Brown
A908416,Speedy,07/03/2024 11:17:00 AM,July 2024,Austin (TX),Owner Surrender,Sick,Dog,Intact Male,6 years,Australian Cattle Dog Mix,Brown/White
A908639,Sonny,07/03/2024 11:23:00 AM,July 2024,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,1 year,Staffordshire Mix,Blue/White
A904782,Truffle,07/03/2024 11:25:00 AM,July 2024,Travis (TX),Owner Surrender,Normal,Dog,Neutered Male,6 months,Labrador Retriever Mix,Black/White
A908642,*Wesley,07/03/2024 11:43:00 AM,July 2024,1825 Kramer Ln in Austin (TX),Stray,Normal,Cat,Intact Male,3 months,Domestic Shorthair,Black
A868982,Cossi,07/03/2024 01:10:00 PM,July 2024,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,2 years,Akita Mix,Black/White
A905453,Oso,07/03/2024 01:10:00 PM,July 2024,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,2 years,Australian Shepherd/Labrador Retriever,Black/White
A908344,,07/03/2024 01:33:00 PM,July 2024,8900 N Interstate Highway 35 Service Road in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,White
A908345,,07/03/2024 01:33:00 PM,July 2024,8900 N Interstate Highway 35 Service Road in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Black
A905818,*T Bone,07/03/2024 01:51:00 PM,July 2024,Dee Gabriel Collins Rd in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Pit Bull,Blue/White
A908650,,07/03/2024 02:24:00 PM,July 2024,222 West Ave in Austin (TX),Wildlife,Sick,Other,Unknown,3 years,Bat/Mex Free-Tail,Brown
A906434,*Cinnamon Swirl,07/03/2024 02:39:00 PM,July 2024,Salt Cedar Trail And Timbrook Trail in Austin (TX),Stray,Normal,Cat,Intact Male,11 months,Domestic Shorthair,Cream Tabby/White
A908664,Caper,07/03/2024 03:08:00 PM,July 2024,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,4 months,Domestic Shorthair,Blue/White
A907376,*Sherman,07/03/2024 03:48:00 PM,July 2024,7614 Lunar Drive in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair,Black
A907377,*Winston,07/03/2024 03:48:00 PM,July 2024,7614 Lunar Drive in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair,Black
A907378,*Gracie,07/03/2024 03:48:00 PM,July 2024,7614 Lunar Drive in Austin (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair,Black
A907374,*Tampa Ray,07/03/2024 03:48:00 PM,July 2024,7614 Lunar Drive in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair,Orange
A906824,Scrappy,07/03/2024 06:29:00 PM,July 2024,7205 Bethune in Austin (TX),Owner Surrender,Normal,Dog,Intact Male,9 months,Akita Mix,Black/White
A908675,*Molly,07/03/2024 07:00:00 PM,July 2024,5605 Glouchester Lane in Austin (TX),Stray,Normal,Dog,Intact Female,3 years,Shih Tzu Mix,Blue/White
A908684,*Fantine,07/04/2024 08:10:00 AM,July 2024,104 Highpoint Drive in Austin (TX),Stray,Sick,Cat,Intact Female,1 year,Domestic Shorthair,Brown Tabby
A908686,,07/04/2024 08:10:00 AM,July 2024,104 Highpoint Drive in Austin (TX),Stray,Sick,Cat,Intact Male,1 day,Domestic Shorthair,Blue Tabby
A908685,,07/04/2024 08:10:00 AM,July 2024,104 Highpoint Drive in Austin (TX),Stray,Sick,Cat,Intact Female,1 day,Domestic Shorthair,Blue Tabby
A908670,,07/04/2024 08:22:00 AM,July 2024,5514 Porsche Lane in Austin (TX),Stray,Injured,Cat,Neutered Male,2 years,Domestic Shorthair,Brown Tabby
A908688,*Curly,07/04/2024 09:13:00 AM,July 2024,Austin (TX),Stray,Normal,Dog,Intact Female,3 years,Staffordshire Mix,Brown/White
A908690,*Dolly,07/04/2024 10:50:00 AM,July 2024,16419 Fm 969 in Travis (TX),Stray,Normal,Dog,Intact Female,1 year,Pit Bull Mix,Black/White
A908694,Duke,07/04/2024 01:05:00 PM,July 2024,4211 S Lamar in Austin (TX),Stray,Normal,Dog,Neutered Male,2 years,Alaskan Malamute Mix,White/Black
A908697,Winston,07/04/2024 02:43:00 PM,July 2024,1156 West Cesar Chavez Street in Austin (TX),Stray,Injured,Dog,Intact Male,1 year,Standard Poodle/Labrador Retriever,Red
A908700,Delilah,07/05/2024 07:37:00 AM,July 2024,West 24Th Street And North Lamar Boulevard in Austin (TX),Stray,Sick,Cat,Intact Female,9 months,Domestic Shorthair,Brown Tabby
A760235,Cosmo,07/05/2024 09:49:00 AM,July 2024,2504 Friar Tuck Ln in Austin (TX),Stray,Normal,Dog,Neutered Male,8 years,Labrador Retriever Mix,Black/White
A760241,Hazel,07/05/2024 09:49:00 AM,July 2024,2504 Friar Tuck Ln in Austin (TX),Stray,Normal,Dog,Spayed Female,7 years,Labrador Retriever/Catahoula,Tan/White
A785562,Lobo,07/05/2024 09:49:00 AM,July 2024,2504 Friar Tuck Ln in Austin (TX),Stray,Normal,Dog,Neutered Male,10 years,Boxer Mix,Black
A766568,Rocky,07/05/2024 09:49:00 AM,July 2024,2504 Friar Tuck Ln in Austin (TX),Stray,Normal,Dog,Neutered Male,10 years,Labrador Retriever Mix,Chocolate
A908726,Santino,07/05/2024 09:49:00 AM,July 2024,2504 Friar Tuck Ln in Austin (TX),Stray,Normal,Dog,Neutered Male,10 years,Labrador Retriever,Brown/Black
A908723,Taz,07/05/2024 10:06:00 AM,July 2024,6757 Airport Blvd in Austin (TX),Stray,Sick,Dog,Neutered Male,10 years,Labrador Retriever Mix,Tan
A908724,Pumba,07/05/2024 10:09:00 AM,July 2024,6757 Airport Blvd in Austin (TX),Stray,Normal,Dog,Intact Male,5 years,German Shepherd,Tan
A908736,Basas,07/05/2024 11:04:00 AM,July 2024,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,3 years,Border Collie/Australian Cattle Dog,Tricolor
A908733,,07/05/2024 11:15:00 AM,July 2024,3402 South Oak Drive in Austin (TX),Stray,Sick,Cat,Intact Male,2 years,Domestic Longhair,Black/White
A908743,Bee,07/05/2024 11:55:00 AM,July 2024,1109 South Lamar in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Tortie
A908745,*Tyler,07/05/2024 11:55:00 AM,July 2024,1109 South Lamar in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby
A908744,*Alex,07/05/2024 11:55:00 AM,July 2024,1109 South Lamar in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby
A908747,Soot,07/05/2024 12:24:00 PM,July 2024,6801 East Riverside in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black
A908757,*Biscuit,07/05/2024 12:25:00 PM,July 2024,Travis (TX),Stray,Sick,Cat,Intact Female,2 months,Domestic Shorthair,Flame Point
A908758,*Butter,07/05/2024 12:25:00 PM,July 2024,Travis (TX),Stray,Sick,Cat,Intact Male,2 months,Domestic Shorthair,Orange Tabby/White
A908761,Winston,07/05/2024 01:07:00 PM,July 2024,1825 Kramer Lane in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair,Brown Tabby/White
A908762,,07/05/2024 01:20:00 PM,July 2024,North Ih 35 And Cameron in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,Brown Tabby/White
A908769,Buffy,07/05/2024 01:55:00 PM,July 2024,2507 Sancers Street in Austin (TX),Owner Surrender,Med Attn,Dog,Intact Female,2 years,Jack Russell Terrier Mix,White
A902439,Tito,07/05/2024 02:15:00 PM,July 2024,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,2 years,Domestic Shorthair,Brown Tabby
A908771,Boy,07/05/2024 03:05:00 PM,July 2024,4211 S Lamar Blvd in Austin (TX),Stray,Injured,Dog,Intact Male,2 years,Dachshund,Brown/White
A908779,*Dorothy,07/05/2024 03:31:00 PM,July 2024,Panadero Drive And Thaxton Road in Austin (TX),Stray,Sick,Dog,Intact Female,10 years,Miniature Poodle,White
A908781,Coco,07/05/2024 04:27:00 PM,July 2024,2309 Bitter Creek Dr in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Pit Bull,Brown Brindle/White
A908792,,07/05/2024 06:04:00 PM,July 2024,Austin (TX),Wildlife,Normal,Other,Unknown,2 years,Bat,Brown
A908803,,07/05/2024 08:02:00 PM,July 2024,3808 West 35Th Street in Austin (TX),Stray,Injured,Bird,Intact Female,2 years,Peafowl,Gray
A908805,Ali Howard,07/05/2024 09:41:00 PM,July 2024,9301 Hog Eye in Travis (TX),Public Assist,Normal,Dog,Intact Male,2 years,Pit Bull Mix,Black/White
A908804,Dutchie,07/05/2024 09:45:00 PM,July 2024,1900 Onion Creek Parkway in Austin (TX),Stray,Normal,Dog,Intact Male,10 months,Great Pyrenees Mix,White/Tricolor
A908806,Camo,07/06/2024 12:42:00 AM,July 2024,2415 Sandra Ln in Travis (TX),Public Assist,Normal,Dog,Intact Male,3 years,Catahoula Mix,Brown/White
A908817,,07/06/2024 09:49:00 AM,July 2024,10710 Research Blvd in Austin (TX),Stray,Parvo,Dog,Intact Male,2 months,Chihuahua Shorthair,Black/Tan
A908825,,07/06/2024 11:04:00 AM,July 2024,Marcus Abrams Boulevard And Menchaca Road in Austin (TX),Stray,Neonatal,Cat,Intact Male,3 weeks,Domestic Shorthair,Black
A908823,,07/06/2024 11:04:00 AM,July 2024,Marcus Abrams Boulevard And Menchaca Road in Austin (TX),Stray,Neonatal,Cat,Intact Male,3 weeks,Domestic Shorthair,Black
A908826,,07/06/2024 11:04:00 AM,July 2024,Marcus Abrams Boulevard And Menchaca Road in Austin (TX),Stray,Neonatal,Cat,Intact Female,3 weeks,Domestic Shorthair,Orange Tabby
A908824,,07/06/2024 11:04:00 AM,July 2024,Marcus Abrams Boulevard And Menchaca Road in Austin (TX),Stray,Neonatal,Cat,Intact Male,2 weeks,Domestic Shorthair,Black
A908827,,07/06/2024 11:23:00 AM,July 2024,10101 Annie Oakley Trl in Austin (TX),Wildlife,Injured,Bird,Intact Male,1 year,Cockatiel,Gray/White
A908828,,07/06/2024 11:28:00 AM,July 2024,Highway 183 And Anderson Mill in Austin (TX),Stray,Injured,Cat,Intact Female,2 months,Domestic Shorthair,Black
A908832,*Casspirin,07/06/2024 12:28:00 PM,July 2024,1912 East William Cannon Drive in Austin (TX),Stray,Injured,Cat,Intact Male,2 years,Domestic Shorthair,Black
A908844,Frank,07/06/2024 04:57:00 PM,July 2024,1114 Camino La Costa in Austin (TX),Stray,Injured,Cat,Neutered Male,1 year,Domestic Shorthair,Brown Tabby
A908847,,07/06/2024 05:56:00 PM,July 2024,7581 Chevy Chase Drive in Austin (TX),Stray,Injured,Cat,Intact Male,3 weeks,Domestic Shorthair,Black/White
A908865,,07/07/2024 08:22:00 AM,July 2024,Blackson Avenue in Austin (TX),Stray,Neonatal,Cat,Intact Female,2 days,Domestic Shorthair,Brown Tabby
A908866,,07/07/2024 08:24:00 AM,July 2024,401 Hart Hollow Dr in Travis (TX),Stray,Injured,Cat,Intact Male,2 months,Domestic Shorthair,Brown Tabby
A908853,Toby,07/07/2024 08:37:00 AM,July 2024,12209 Chelsea Glen Pl in Austin (TX),Stray,Injured,Dog,Intact Male,2 years,Labrador Retriever,Tan/White
A908883,Jacob,07/07/2024 11:49:00 AM,July 2024,Travis (TX),Owner Surrender,Sick,Dog,Neutered Male,8 years,Chihuahua Shorthair,Brown
A908882,,07/07/2024 11:56:00 AM,July 2024,4710 East 5Th Street in Austin (TX),Stray,Injured,Cat,Intact Male,2 years,Domestic Shorthair,Orange Tabby/White
A908886,Drako,07/07/2024 12:04:00 PM,July 2024,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,2 years,Staffordshire Mix,Blue/White
A908884,365 Grams,07/07/2024 12:08:00 PM,July 2024,Travis (TX),Stray,Sick,Cat,Intact Male,3 weeks,Domestic Shorthair,Brown Tabby/White
A908887,Barney,07/07/2024 01:08:00 PM,July 2024,12425 Lamplight Village in Austin (TX),Public Assist,Normal,Dog,Intact Male,2 years,Pug,Black/Black
A908903,,07/07/2024 02:05:00 PM,July 2024,10710 Research Blvd in Austin (TX),Abandoned,Sick,Dog,Intact Male,1 month,Chihuahua Longhair,Black/Black
A908917,Jolene Ruth,07/07/2024 05:45:00 PM,July 2024,6607 North Ih 35 Northbound in Austin (TX),Public Assist,Normal,Cat,Spayed Female,4 years,Domestic Shorthair,Brown Tabby
A908918,Blanca,07/07/2024 05:45:00 PM,July 2024,6607 North Ih 35 Northbound in Austin (TX),Public Assist,Normal,Cat,Unknown,2 years,Domestic Shorthair,Seal Point
A908924,*Addy,07/07/2024 06:18:00 PM,July 2024,Austin (TX),Abandoned,Normal,Dog,Intact Female,1 month,Plott Hound/Doberman Pinsch,Black Brindle
A908925,*Samantha,07/07/2024 06:18:00 PM,July 2024,Austin (TX),Abandoned,Normal,Dog,Intact Female,1 month,Plott Hound/Doberman Pinsch,Brown Brindle
A908920,*Felicity,07/07/2024 06:18:00 PM,July 2024,Austin (TX),Abandoned,Normal,Dog,Intact Female,1 month,Plott Hound/Doberman Pinsch,Brown
A908921,*Josefina,07/07/2024 06:18:00 PM,July 2024,Austin (TX),Abandoned,Normal,Dog,Intact Female,1 month,Plott Hound/Doberman Pinsch,Brown
A908922,*Kirsten,07/07/2024 06:18:00 PM,July 2024,Austin (TX),Abandoned,Normal,Dog,Intact Female,1 month,Plott Hound/Doberman Pinsch,Black Brindle
A908919,*Kaya,07/07/2024 06:18:00 PM,July 2024,Austin (TX),Abandoned,Normal,Dog,Intact Female,1 month,Plott Hound/Doberman Pinsch,Brown
A908927,*Logan,07/07/2024 06:18:00 PM,July 2024,Austin (TX),Abandoned,Normal,Dog,Intact Male,1 month,Plott Hound/Doberman Pinsch,Red/White
A908926,Molly,07/07/2024 06:18:00 PM,July 2024,Austin (TX),Abandoned,Normal,Dog,Intact Female,1 month,Plott Hound/Doberman Pinsch,Brown Brindle
A908923,Kilo,07/07/2024 06:18:00 PM,July 2024,Austin (TX),Abandoned,Normal,Dog,Intact Male,1 month,Plott Hound/Doberman Pinsch,Black Brindle
A908930,*Ducky,07/07/2024 06:43:00 PM,July 2024,7200 North Capital Of Texas Highway in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,German Shepherd,Brown/Black
A908929,Bob,07/07/2024 06:43:00 PM,July 2024,7200 North Capital Of Texas Highway in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,German Shepherd,Brown/Black
A907826,Nova,07/08/2024 07:05:00 AM,July 2024,12001 Dessau Road in Austin (TX),Owner Surrender,Sick,Dog,Spayed Female,2 months,Pit Bull Mix,Tricolor
A908942,*Willow,07/08/2024 11:09:00 AM,July 2024,1825 Kramer Lane in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Medium Hair Mix,Black
A908946,*Marsha,07/08/2024 11:15:00 AM,July 2024,1088 Park Plaza Drive in Austin (TX),Stray,Normal,Cat,Spayed Female,2 years,Domestic Shorthair,Lynx Point/White
A908947,Punxsutawney,07/08/2024 11:15:00 AM,July 2024,1088 Park Plaza Drive in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Medium Hair,Tortie
A865214,*Aisha,07/08/2024 11:26:00 AM,July 2024,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,3 years,Labrador Retriever Mix,Brown
A908943,,07/08/2024 11:28:00 AM,July 2024,2423 Wilson St in Austin (TX),Wildlife,Normal,Other,Unknown,2 years,Bat,Brown
A908961,,07/08/2024 12:07:00 PM,July 2024,Travis (TX),Stray,Sick,Cat,Intact Male,2 years,Domestic Shorthair,Orange Tabby/White
A908962,*Lizzie,07/08/2024 12:07:00 PM,July 2024,Travis (TX),Stray,Sick,Cat,Intact Female,1 year,Domestic Shorthair,Tortie
A908954,Nala,07/08/2024 12:07:00 PM,July 2024,Travis (TX),Stray,Sick,Cat,Intact Female,2 months,Domestic Shorthair,Brown Tabby
A908956,*Fritz,07/08/2024 12:07:00 PM,July 2024,Cherry Hollow Court in Travis (TX),Stray,Sick,Cat,Intact Male,5 years,Domestic Shorthair,Brown Tabby
A908950,,07/08/2024 12:25:00 PM,July 2024,8800 North Ih 35 in Austin (TX),Stray,Sick,Dog,Intact Male,14 years,Siberian Husky,Gray/Black
A908957,,07/08/2024 12:36:00 PM,July 2024,350 King Arthur Court in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Medium Hair,Brown Tabby
A908960,,07/08/2024 12:36:00 PM,July 2024,350 King Arthur Court in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Medium Hair,Brown Tabby
A908959,,07/08/2024 12:36:00 PM,July 2024,350 King Arthur Court in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Longhair,Brown Tabby
A908953,Austin,07/08/2024 12:36:00 PM,July 2024,350 King Arthur Court in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair,Brown Tabby
A908958,Teddy,07/08/2024 12:36:00 PM,July 2024,350 King Arthur Court in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Medium Hair,Brown Tabby
A908952,*Roger,07/08/2024 12:55:00 PM,July 2024,4434 Frontier Trl in Austin (TX),Stray,Injured,Cat,Intact Male,7 years,Domestic Shorthair,Cream Tabby
A906223,Olive,07/08/2024 01:02:00 PM,July 2024,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,2 years,Domestic Shorthair,Brown Tabby
A908964,Bella,07/08/2024 02:12:00 PM,July 2024,9800-9900 N Fm 620 Rd in Travis (TX),Stray,Normal,Dog,Spayed Female,3 years,Boxer,Red/White
A906356,Molly,07/08/2024 02:12:00 PM,July 2024,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,2 years,Labrador Retriever Mix,Black/White
A908969,,07/08/2024 02:26:00 PM,July 2024,8700 Parkfield Drive in Austin (TX),Stray,Normal,Cat,Unknown,1 year,Domestic Shorthair,Tortie
A908968,*Dante,07/08/2024 02:36:00 PM,July 2024,Ross Rd in Travis (TX),Stray,Normal,Dog,Intact Male,2 years,Labrador Retriever,White
A908977,*Ralph,07/08/2024 02:56:00 PM,July 2024,Austin (TX),Stray,Sick,Cat,Intact Male,1 year,Domestic Shorthair,Orange Tabby/White
A898592,*Kilometer,07/08/2024 03:34:00 PM,July 2024,718 Springdale in Austin (TX),Public Assist,Normal,Dog,Intact Male,1 year,Labrador Retriever Mix,White/Tan
A908981,,07/08/2024 03:48:00 PM,July 2024,Mullen Drive And West Anderson Mill in Austin (TX),Stray,Sick,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Orange Tabby
A908983,*Ralph Jr,07/08/2024 03:50:00 PM,July 2024,Slaughter Lane And Verley Boulevard in Austin (TX),Stray,Sick,Cat,Intact Male,3 months,Domestic Shorthair,White/Orange Tabby
A906698,*Dahlia,07/08/2024 04:30:00 PM,July 2024,10101 Gail Rd in Austin (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair,Calico
A906699,*Zinnia,07/08/2024 04:30:00 PM,July 2024,10101 Gail Rd in Austin (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair,Torbie/White
A906694,*Yuki,07/08/2024 04:30:00 PM,July 2024,10101 Gail Rd in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair,White/Orange Tabby
A908874,*Beckham,07/08/2024 04:30:00 PM,July 2024,10101 Gail Rd in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Orange Tabby
A906697,*Daisy,07/08/2024 04:30:00 PM,July 2024,10101 Gail Rd in Austin (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair,Torbie/White
A906695,*Dakota,07/08/2024 04:30:00 PM,July 2024,10101 Gail Rd in Austin (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair,Calico
A906693,*Yuri,07/08/2024 04:30:00 PM,July 2024,10101 Gail Rd in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair,Orange Tabby/White
A906690,*Dahlia,07/08/2024 04:30:00 PM,July 2024,10101 Gail Rd in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair,Orange Tabby/White
A908875,Teddy,07/08/2024 04:30:00 PM,July 2024,10101 Gail Rd in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Medium Hair,Orange Tabby/White
A906696,Graham Cracker,07/08/2024 04:30:00 PM,July 2024,10101 Gail Rd in Austin (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair,Torbie/White
A908938,Dozer,07/08/2024 07:01:00 PM,July 2024,11617 Maybach Drive in Travis (TX),Public Assist,Normal,Dog,Intact Male,2 years,German Shepherd/Pit Bull,Brown
A908994,,07/08/2024 07:02:00 PM,July 2024,4201 Ramsey in Austin (TX),Wildlife,Sick,Other,Unknown,1 year,Raccoon,Black/Gray
A908997,,07/08/2024 10:44:00 PM,July 2024,3100 Handsome in Travis (TX),Stray,Sick,Cat,Intact Male,10 years,Domestic Shorthair,Gray Tabby
A909007,,07/09/2024 08:38:00 AM,July 2024,5312 Peppertree Pkwy in Austin (TX),Stray,Injured,Cat,Intact Female,2 years,Domestic Shorthair,Orange Tabby
A907346,*Diva,07/09/2024 08:48:00 AM,July 2024,9609 Beck Circle in Austin (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair,Black
A909011,,07/09/2024 10:06:00 AM,July 2024,506 Old San Antonio Road in Bastrop (TX),Stray,Injured,Dog,Intact Male,1 month,Boxer Mix,Brown Brindle/White
A909017,Russel,07/09/2024 10:39:00 AM,July 2024,7201 Levander Loop in Austin (TX),Abandoned,Normal,Dog,Intact Male,4 months,Redbone Hound Mix,Brown
A909021,,07/09/2024 10:49:00 AM,July 2024,5932 Lux Street in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair,Cream Tabby
A764083,Shine,07/09/2024 11:28:00 AM,July 2024,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,12 years,German Shepherd Mix,Black/Brown
A909027,,07/09/2024 12:12:00 PM,July 2024,110 East 2Nd Street in Austin (TX),Wildlife,Normal,Other,Unknown,2 years,Bat,Brown/Black
A893230,Pancho Villa,07/09/2024 12:13:00 PM,July 2024,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,1 year,Labrador Retriever Mix,Black/White
A908821,*Jimmy,07/09/2024 12:59:00 PM,July 2024,5811 Duval Street in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair,Orange Tabby
A907918,*Dwayne,07/09/2024 12:59:00 PM,July 2024,5811 Duval Street in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,White/Gray
A907919,*Bob,07/09/2024 12:59:00 PM,July 2024,5811 Duval Street in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Brown Tabby
A908822,*Steve,07/09/2024 12:59:00 PM,July 2024,5811 Duval Street in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair,Orange Tabby
A908820,*Clara,07/09/2024 12:59:00 PM,July 2024,5811 Duval Street in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair,Tortie
A907921,*George,07/09/2024 12:59:00 PM,July 2024,5811 Duval Street in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,White/Brown Tabby
A907920,*Jellybean,07/09/2024 12:59:00 PM,July 2024,5811 Duval Street in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Brown Tabby
A906499,Miley,07/09/2024 01:03:00 PM,July 2024,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,10 months,English Springer Spaniel/Labrador Retriever,White/Black
A909015,Ghost,07/09/2024 01:45:00 PM,July 2024,Angelina St And Cotton St in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair,White
A909036,*Pickles,07/09/2024 01:45:00 PM,July 2024,Angelina St And Cotton St in Austin (TX),Stray,Normal,Cat,Intact Female,2 weeks,Domestic Shorthair,Blue Tabby/White
A909033,*Cowgirl,07/09/2024 01:45:00 PM,July 2024,Angelina St And Cotton St in Austin (TX),Stray,Normal,Cat,Intact Female,2 weeks,Domestic Shorthair,White/Blue
A909034,*Brisket,07/09/2024 01:45:00 PM,July 2024,Angelina St And Cotton St in Austin (TX),Stray,Normal,Cat,Intact Male,2 weeks,Domestic Shorthair,Blue Tabby
A909035,*Chorizo,07/09/2024 01:45:00 PM,July 2024,Angelina St And Cotton St in Austin (TX),Stray,Normal,Cat,Intact Male,2 weeks,Domestic Shorthair,Blue Tabby
A863092,Asia,07/09/2024 02:03:00 PM,July 2024,Tern Circle in Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,2 years,Domestic Medium Hair,Brown Tabby
A892185,*Lapis Lazuli,07/09/2024 02:03:00 PM,July 2024,Tern Circle in Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Black/White
A909008,Lil Miss,07/09/2024 03:34:00 PM,July 2024,14437 Robert I Walker Blvd in Austin (TX),Public Assist,Normal,Dog,Intact Female,5 years,Pit Bull Mix,White
A909010,Pip,07/09/2024 03:34:00 PM,July 2024,14437 Robert I Walker Blvd in Austin (TX),Public Assist,Normal,Dog,Intact Male,3 years,American Bulldog Mix,White
A907392,*Suki,07/09/2024 03:40:00 PM,July 2024,15105 Stave Oak Lane in Austin (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair,Torbie
A909049,*Fuzzy Mctickles,07/09/2024 04:46:00 PM,July 2024,Austin (TX),Abandoned,Injured,Dog,Intact Female,1 month,German Shepherd Mix,Black/Tan
