"","Animal ID","Name","IntakeType","IntakeCondition","AnimalType","Sex","Age","OutcomeType","OutcomeDate","LengthofStay","DOB","log_LOS","log_Age","sqrt_Age","Adoption","age2"
"4800","A904792","*Eleanor","Owner Surrender","Normal","Cat","Intact Female",0.0576923076923077,"Euthanasia",2024-05-14,0,2024-04-21,0,0.0243593458594447,0.215266392366067,0,0.240192230707631
"4801","A904793","*Jude","Owner Surrender","Normal","Cat","Intact Male",0.0576923076923077,"Died",2024-05-14,0,2024-04-21,0,0.0243593458594447,0.215266392366067,0,0.240192230707631
"4802","A904794","*Walrus","Owner Surrender","Normal","Cat","Intact Male",0.0769230769230769,"Transfer",2024-05-25,11,2024-04-21,2.484906649788,0.0321846833714012,0.244787696181578,0,0.277350098112615
"4803","A904795","*Prudence","Owner Surrender","Normal","Cat","Intact Female",0.0833333333333333,"Transfer",2024-05-25,11,2024-04-14,2.484906649788,0.0347621062592119,0.253614663173636,0,0.288675134594813
"4804","A904797",NA,"Owner Surrender","Normal","Cat","Intact Male",0.0833333333333333,"Adoption",2024-06-29,46,2024-05-04,3.85014760171006,0.0347621062592119,0.253614663173636,1,0.288675134594813
"4805","A904798",NA,"Owner Surrender","Normal","Cat","Intact Female",0.0833333333333333,"Adoption",2024-06-30,47,2024-05-04,3.87120101090789,0.0347621062592119,0.253614663173636,1,0.288675134594813
"4806","A904799",NA,"Owner Surrender","Normal","Cat","Intact Male",0.0833333333333333,"Adoption",2024-07-01,48,2024-05-04,3.89182029811063,0.0347621062592119,0.253614663173636,1,0.288675134594813
"4807","A904800",NA,"Owner Surrender","Normal","Cat","Intact Female",0.0833333333333333,"Adoption",2024-07-01,48,2024-05-04,3.89182029811063,0.0347621062592119,0.253614663173636,1,0.288675134594813
"4808","A904802","Chiquita","Stray","Normal","Cat","Unknown",2,"Transfer",2024-05-16,2,2022-05-14,1.09861228866811,0.477121254719662,0.881373587019543,0,1.4142135623731
"4809","A904804","Papi","Stray","Normal","Dog","Intact Male",0.416666666666667,"Adoption",2024-05-21,7,2023-11-29,2.07944154167984,0.151267675330649,0.498042602598196,1,0.645497224367903
"4810","A904806",NA,"Stray","Normal","Dog","Intact Male",7,"Transfer",2024-05-21,7,2017-05-15,2.07944154167984,0.903089986991944,1.29356246522598,0,2.64575131106459
"4811","A904808","Tucker Harris","Stray","Normal","Dog","Intact Male",0.166666666666667,"Adoption",2024-06-26,43,2024-04-23,3.78418963391826,0.0669467896306132,0.342346584848305,1,0.408248290463863
"4812","A904810","Brownie","Stray","Normal","Dog","Intact Male",0.166666666666667,"Adoption",2024-06-24,41,2024-04-23,3.73766961828337,0.0669467896306132,0.342346584848305,1,0.408248290463863
"4813","A904811",NA,"Stray","Normal","Dog","Intact Female",0.166666666666667,"Adoption",2024-06-25,42,2024-04-23,3.76120011569356,0.0669467896306132,0.342346584848305,1,0.408248290463863
"4814","A904812","*Margot","Stray","Normal","Cat","Intact Female",3,"Adoption",2024-08-18,96,2021-05-15,4.57471097850338,0.602059991327962,1.00505253874238,1,1.73205080756888
"4815","A904813",NA,"Stray","Normal","Cat","Intact Male",2,"Transfer",2024-05-28,14,2022-05-14,2.70805020110221,0.477121254719662,0.881373587019543,0,1.4142135623731
"4816","A904815","*Stella","Stray","Normal","Dog","Intact Female",2,"Died",2024-07-18,56,2022-05-23,4.04305126783455,0.477121254719662,0.881373587019543,0,1.4142135623731
"4817","A904818","*Lumi","Stray","Normal","Dog","Intact Female",2,"Adoption",2024-07-27,65,2022-05-23,4.18965474202643,0.477121254719662,0.881373587019543,1,1.4142135623731
"4818","A904822","Stout Unicorn","Stray","Normal","Dog","Intact Male",2,"Adoption",2024-05-21,7,2022-05-15,2.07944154167984,0.477121254719662,0.881373587019543,1,1.4142135623731
"4819","A904823","*Raja","Owner Surrender","Normal","Cat","Intact Female",0.333333333333333,"Adoption",2024-08-24,102,2024-04-19,4.63472898822964,0.1249387366083,0.455746394408326,1,0.577350269189626
"4820","A904825","*Bindi","Owner Surrender","Normal","Cat","Intact Female",0.333333333333333,"Adoption",2024-08-24,102,2024-04-19,4.63472898822964,0.1249387366083,0.455746394408326,1,0.577350269189626
"4821","A904826",NA,"Owner Surrender","Normal","Cat","Intact Female",0.166666666666667,"Died",2024-06-01,18,2024-03-31,2.94443897916644,0.0669467896306132,0.342346584848305,0,0.408248290463863
"4822","A904827","A904827","Stray","Medical","Cat","Intact Male",0.0769230769230769,"Transfer",2024-05-16,2,2024-04-14,1.09861228866811,0.0321846833714012,0.244787696181578,0,0.277350098112615
"4823","A904828","Nobara","Stray","Normal","Cat","Intact Female",0.166666666666667,"Adoption",2024-06-11,28,2024-03-22,3.36729582998647,0.0669467896306132,0.342346584848305,1,0.408248290463863
"4824","A904831","*Merit","Stray","Normal","Dog","Neutered Male",12,"Adoption",2024-05-30,16,2012-05-14,2.83321334405622,1.11394335230684,1.49606798806764,1,3.46410161513775
"4825","A904832","*Marigold","Stray","Normal","Cat","Intact Female",0.25,"Adoption",2024-07-08,55,2024-03-22,4.02535169073515,0.0969100130080564,0.405465108108164,1,0.5
"4826","A904833","*Java","Stray","Normal","Dog","Spayed Female",12,"Adoption",2024-05-30,16,2012-05-14,2.83321334405622,1.11394335230684,1.49606798806764,1,3.46410161513775
"4827","A904834","*Zinnia","Stray","Normal","Cat","Intact Female",0.25,"Adoption",2024-07-09,56,2024-03-22,4.04305126783455,0.0969100130080564,0.405465108108164,1,0.5
"4828","A904837","*Crush","Stray","Normal","Cat","Intact Male",0.166666666666667,"Adoption",2024-06-14,31,2024-03-22,3.46573590279973,0.0669467896306132,0.342346584848305,1,0.408248290463863
"4829","A904838","*Orangina","Stray","Normal","Cat","Intact Female",0.25,"Adoption",2024-06-22,39,2024-03-22,3.68887945411394,0.0969100130080564,0.405465108108164,1,0.5
"4830","A904839","*Fanta","Stray","Normal","Cat","Intact Female",0.25,"Adoption",2024-06-28,45,2024-03-22,3.8286413964891,0.0969100130080564,0.405465108108164,1,0.5
"4831","A904841","*Sunkist","Stray","Normal","Cat","Intact Male",0.166666666666667,"Adoption",2024-06-14,31,2024-03-22,3.46573590279973,0.0669467896306132,0.342346584848305,1,0.408248290463863
"4832","A904850","Chai","Stray","Normal","Cat","Intact Female",0.166666666666667,"Adoption",2024-06-14,23,2024-04-09,3.17805383034795,0.0669467896306132,0.342346584848305,1,0.408248290463863
"4833","A904851","Zuzu","Stray","Normal","Cat","Intact Female",0.166666666666667,"Adoption",2024-06-20,29,2024-04-09,3.40119738166216,0.0669467896306132,0.342346584848305,1,0.408248290463863
"4834","A904852",NA,"Stray","Normal","Cat","Intact Female",0.166666666666667,"Adoption",2024-06-20,29,2024-04-09,3.40119738166216,0.0669467896306132,0.342346584848305,1,0.408248290463863
"4835","A904853","Mochi","Stray","Normal","Cat","Intact Male",0.166666666666667,"Adoption",2024-06-20,29,2024-04-09,3.40119738166216,0.0669467896306132,0.342346584848305,1,0.408248290463863
"4836","A904854","Mocha","Stray","Normal","Cat","Intact Female",0.166666666666667,"Adoption",2024-06-14,23,2024-04-09,3.17805383034795,0.0669467896306132,0.342346584848305,1,0.408248290463863
"4837","A904855",NA,"Stray","Normal","Cat","Intact Female",2,"Transfer",2024-06-20,29,2022-05-14,3.40119738166216,0.477121254719662,0.881373587019543,0,1.4142135623731
"4838","A904856","Rocky","Stray","Normal","Dog","Intact Male",1,"Adoption",2024-06-24,41,2023-05-15,3.73766961828337,0.301029995663981,0.693147180559945,1,1
"4839","A904859","Rosie","Owner Surrender","Normal","Dog","Intact Female",1,"Adoption",2024-06-21,38,2023-05-14,3.66356164612965,0.301029995663981,0.693147180559945,1,1
"4840","A904860","Mango","Owner Surrender","Normal","Cat","Neutered Male",3,"Adoption",2024-05-28,14,2021-05-15,2.70805020110221,0.602059991327962,1.00505253874238,1,1.73205080756888
"4841","A904861","Mack","Public Assist","Medical","Dog","Intact Male",0.166666666666667,"Adoption",2024-06-04,21,2024-03-15,3.09104245335832,0.0669467896306132,0.342346584848305,1,0.408248290463863
"4842","A904862","Ivy","Stray","Normal","Cat","Intact Female",2,"Adoption",2024-05-28,14,2022-05-15,2.70805020110221,0.477121254719662,0.881373587019543,1,1.4142135623731
"4843","A904864","Alastair","Owner Surrender","Normal","Cat","Neutered Male",0.416666666666667,"Adoption",2024-10-16,5,2024-04-23,1.79175946922805,0.151267675330649,0.498042602598196,1,0.645497224367903
"4844","A904864","Alastair","Stray","Medical","Cat","Intact Male",0.333333333333333,"Adoption",2024-08-28,106,2024-04-23,4.67282883446191,0.1249387366083,0.455746394408326,1,0.577350269189626
"4845","A904872",NA,"Stray","Medical","Cat","Intact Male",0.0576923076923077,"Died",2024-05-18,4,2024-04-23,1.6094379124341,0.0243593458594447,0.215266392366067,0,0.240192230707631
"4846","A904873",NA,"Stray","Medical","Cat","Intact Male",0.0576923076923077,"Transfer",2024-05-16,2,2024-04-23,1.09861228866811,0.0243593458594447,0.215266392366067,0,0.240192230707631
"4847","A904874",NA,"Stray","Medical","Cat","Intact Female",0.0576923076923077,"Died",2024-05-18,4,2024-04-23,1.6094379124341,0.0243593458594447,0.215266392366067,0,0.240192230707631
"4848","A904875","Chimiltrufia","Stray","Normal","Dog","Intact Female",0.416666666666667,"Adoption",2024-05-20,6,2023-12-15,1.94591014905531,0.151267675330649,0.498042602598196,1,0.645497224367903
"4849","A904878","Pablo","Owner Surrender","Normal","Dog","Intact Male",3,"Adoption",2024-05-21,7,2021-05-15,2.07944154167984,0.602059991327962,1.00505253874238,1,1.73205080756888
"4850","A904879","Chowder","Stray","Normal","Dog","Intact Male",0.75,"Adoption",2024-07-02,49,2023-09-19,3.91202300542815,0.243038048686294,0.623810716364871,1,0.866025403784439
"4851","A904880","*Nanook","Stray","Normal","Dog","Intact Male",1,"Adoption",2024-07-05,52,2022-11-15,3.97029191355212,0.301029995663981,0.693147180559945,1,1
"4852","A904881","*Sundance","Stray","Normal","Dog","Intact Female",2,"Adoption",2024-08-17,72,2022-05-14,4.29045944114839,0.477121254719662,0.881373587019543,1,1.4142135623731
"4853","A904882","Moondance","Stray","Normal","Dog","Intact Female",1,"Adoption",2024-06-17,11,2023-06-07,2.484906649788,0.301029995663981,0.693147180559945,1,1
"4854","A904890","*Flufferina","Stray","Normal","Dog","Intact Female",1,"Adoption",2024-06-03,19,2023-05-15,2.99573227355399,0.301029995663981,0.693147180559945,1,1
"4855","A904893",NA,"Stray","Medical","Dog","Intact Male",2,"Transfer",2024-05-15,0,2022-05-15,0,0.477121254719662,0.881373587019543,0,1.4142135623731
"4856","A904896","Honcho","Public Assist","Normal","Dog","Intact Male",9,"Adoption",2024-08-22,52,2015-08-15,3.97029191355212,1,1.38629436111989,1,3
"4857","A904898","*Travis","Stray","Medical","Dog","Intact Male",3,"Adoption",2024-10-24,162,2021-05-15,5.09375020080676,0.602059991327962,1.00505253874238,1,1.73205080756888
"4858","A904900","Raffaella","Stray","Normal","Cat","Intact Female",0.166666666666667,"Adoption",2024-06-12,28,2024-04-04,3.36729582998647,0.0669467896306132,0.342346584848305,1,0.408248290463863
"4859","A904906","*Nimbus","Stray","Normal","Cat","Intact Male",0.166666666666667,"Adoption",2024-06-29,45,2024-04-04,3.8286413964891,0.0669467896306132,0.342346584848305,1,0.408248290463863
"4860","A904907","*Stratus","Stray","Normal","Cat","Intact Male",0.25,"Adoption",2024-07-13,59,2024-04-04,4.0943445622221,0.0969100130080564,0.405465108108164,1,0.5
"4861","A904908","*Sherbie","Stray","Normal","Cat","Intact Male",0.166666666666667,"Adoption",2024-06-30,46,2024-03-31,3.85014760171006,0.0669467896306132,0.342346584848305,1,0.408248290463863
"4862","A904909","*Cirrus","Stray","Normal","Cat","Intact Male",0.25,"Adoption",2024-07-13,59,2024-04-04,4.0943445622221,0.0969100130080564,0.405465108108164,1,0.5
"4863","A904910","*Cumulus","Stray","Normal","Cat","Intact Male",0.166666666666667,"Adoption",2024-06-29,45,2024-04-04,3.8286413964891,0.0669467896306132,0.342346584848305,1,0.408248290463863
"4864","A904911",NA,"Stray","Normal","Cat","Intact Male",0.0833333333333333,"Transfer",2024-05-15,0,2024-03-15,0,0.0347621062592119,0.253614663173636,0,0.288675134594813
"4865","A904915","*Ralph","Stray","Normal","Cat","Intact Male",0.166666666666667,"Adoption",2024-07-03,49,2024-04-11,3.91202300542815,0.0669467896306132,0.342346584848305,1,0.408248290463863
"4866","A904916","*Alice","Stray","Normal","Cat","Intact Female",0.166666666666667,"Adoption",2024-06-07,23,2024-04-04,3.17805383034795,0.0669467896306132,0.342346584848305,1,0.408248290463863
"4867","A904917","Deuse","Stray","Normal","Cat","Intact Male",0.166666666666667,"Adoption",2024-06-07,23,2024-04-04,3.17805383034795,0.0669467896306132,0.342346584848305,1,0.408248290463863
"4868","A904918","*Ethel","Stray","Normal","Cat","Intact Female",0.166666666666667,"Adoption",2024-07-03,49,2024-04-11,3.91202300542815,0.0669467896306132,0.342346584848305,1,0.408248290463863
"4869","A904919",NA,"Stray","Normal","Cat","Intact Female",1,"Adoption",2024-05-22,7,2023-05-15,2.07944154167984,0.301029995663981,0.693147180559945,1,1
"4870","A904921","*Josie","Stray","Normal","Dog","Intact Female",2,"Adoption",2024-08-25,59,2022-06-27,4.0943445622221,0.477121254719662,0.881373587019543,1,1.4142135623731
"4871","A904922","Chibi","Stray","Normal","Dog","Intact Female",5,"Adoption",2024-05-22,7,2019-05-12,2.07944154167984,0.778151250383644,1.17435900561955,1,2.23606797749979
"4872","A904927","*Lean Cuisine","Stray","Normal","Other","Unknown",1,"Adoption",2024-05-20,5,2023-05-15,1.79175946922805,0.301029995663981,0.693147180559945,1,1
"4873","A904928","*Lindsey","Stray","Normal","Cat","Intact Female",0.166666666666667,"Adoption",2024-06-20,36,2024-04-08,3.61091791264422,0.0669467896306132,0.342346584848305,1,0.408248290463863
"4874","A904929","*Johnny","Stray","Normal","Cat","Intact Male",0.166666666666667,"Adoption",2024-06-20,36,2024-04-08,3.61091791264422,0.0669467896306132,0.342346584848305,1,0.408248290463863
"4875","A904930","Poppy","Stray","Normal","Cat","Intact Female",0.166666666666667,"Adoption",2024-06-20,36,2024-04-08,3.61091791264422,0.0669467896306132,0.342346584848305,1,0.408248290463863
"4876","A904931","*Mick","Stray","Normal","Cat","Intact Male",0.166666666666667,"Adoption",2024-06-22,38,2024-04-08,3.66356164612965,0.0669467896306132,0.342346584848305,1,0.408248290463863
"4877","A904933","*Hungry Man","Stray","Normal","Other","Unknown",1,"Adoption",2024-05-20,5,2023-05-15,1.79175946922805,0.301029995663981,0.693147180559945,1,1
"4878","A904935",NA,"Euthanasia Request","Medical","Other","Unknown",2,"Euthanasia",2024-05-19,4,2022-05-15,1.6094379124341,0.477121254719662,0.881373587019543,0,1.4142135623731
"4879","A904940",NA,"Stray","Normal","Cat","Unknown",1,"Transfer",2024-05-20,5,2023-05-15,1.79175946922805,0.301029995663981,0.693147180559945,0,1
"4880","A904941","*Luke","Stray","Normal","Cat","Intact Male",0.166666666666667,"Adoption",2024-06-29,45,2024-03-31,3.8286413964891,0.0669467896306132,0.342346584848305,1,0.408248290463863
"4881","A904942","*Owen","Stray","Normal","Cat","Intact Male",0.166666666666667,"Adoption",2024-06-29,45,2024-03-31,3.8286413964891,0.0669467896306132,0.342346584848305,1,0.408248290463863
"4882","A904943",NA,"Stray","Neonatal","Cat","Intact Female",0.0192307692307692,"Transfer",2024-05-15,0,2024-05-05,0,0.00827252596598986,0.129865348814525,0,0.138675049056307
"4883","A904944",NA,"Stray","Neonatal","Cat","Intact Male",0.0192307692307692,"Transfer",2024-05-15,0,2024-05-05,0,0.00827252596598986,0.129865348814525,0,0.138675049056307
"4884","A904945",NA,"Stray","Neonatal","Cat","Intact Female",0.0192307692307692,"Transfer",2024-05-15,0,2024-05-05,0,0.00827252596598986,0.129865348814525,0,0.138675049056307
"4885","A904946",NA,"Stray","Neonatal","Cat","Intact Male",0.0192307692307692,"Transfer",2024-05-15,0,2024-05-05,0,0.00827252596598986,0.129865348814525,0,0.138675049056307
"4886","A904947","*Harriet","Stray","Neonatal","Cat","Intact Male",0.166666666666667,"Adoption",2024-06-20,36,2024-04-04,3.61091791264422,0.0669467896306132,0.342346584848305,1,0.408248290463863
"4887","A904951","*Vincent","Owner Surrender","Normal","Cat","Intact Male",3,"Adoption",2024-07-18,64,2021-05-15,4.17438726989564,0.602059991327962,1.00505253874238,1,1.73205080756888
"4888","A904952","Sulli","Owner Surrender","Normal","Cat","Intact Female",0.25,"Adoption",2024-08-19,5,2024-05-16,1.79175946922805,0.0969100130080564,0.405465108108164,1,0.5
"4889","A904953","Malcom","Owner Surrender","Normal","Cat","Intact Male",1,"Adoption",2024-07-23,4,2023-03-10,1.6094379124341,0.301029995663981,0.693147180559945,1,1
"4890","A904954","Mikey","Owner Surrender","Normal","Cat","Intact Male",1,"Adoption",2024-09-22,19,2023-05-15,2.99573227355399,0.301029995663981,0.693147180559945,1,1
"4891","A904956","Star","Owner Surrender","Normal","Cat","Neutered Male",1,"Adoption",2024-10-24,8,2023-03-03,2.19722457733622,0.301029995663981,0.693147180559945,1,1
"4892","A904956","Star","Owner Surrender","Normal","Cat","Intact Male",1,"Adoption",2024-09-22,19,2023-03-03,2.99573227355399,0.301029995663981,0.693147180559945,1,1
"4893","A904960",NA,"Stray","Normal","Cat","Unknown",2,"Transfer",2024-05-20,5,2022-05-15,1.79175946922805,0.477121254719662,0.881373587019543,0,1.4142135623731
"4894","A904961","*Hyacinth","Owner Surrender","Neonatal","Cat","Intact Female",1,"Adoption",2024-11-26,98,2023-03-10,4.59511985013459,0.301029995663981,0.693147180559945,1,1
"4895","A904962","Dot","Owner Surrender","Normal","Cat","Intact Female",1,"Transfer",2024-07-21,2,2023-01-19,1.09861228866811,0.301029995663981,0.693147180559945,0,1
"4896","A904963",NA,"Stray","Medical","Dog","Intact Female",0.166666666666667,"Transfer",2024-05-15,0,2024-02-15,0,0.0669467896306132,0.342346584848305,0,0.408248290463863
"4897","A904964","Eunice","Owner Surrender","Normal","Cat","Intact Female",1,"Transfer",2024-08-18,4,2023-03-10,1.6094379124341,0.301029995663981,0.693147180559945,0,1
"4898","A904965","Autumn","Owner Surrender","Normal","Cat","Intact Female",1,"Adoption",2024-09-20,37,2023-03-10,3.63758615972639,0.301029995663981,0.693147180559945,1,1
"4899","A904966",NA,"Stray","Medical","Dog","Intact Female",0.833333333333333,"Transfer",2024-05-30,15,2023-07-15,2.77258872223978,0.263241434774581,0.648605217808274,0,0.912870929175277
"4900","A904969","*Lukah","Stray","Normal","Cat","Intact Male",0.25,"Transfer",2024-07-11,57,2024-03-31,4.06044301054642,0.0969100130080564,0.405465108108164,0,0.5
"4901","A904970","Chief","Stray","Normal","Dog","Intact Male",4,"Return to Owner",2024-05-29,14,2019-10-23,2.70805020110221,0.698970004336019,1.09861228866811,0,2
"4902","A904970","Chief","Owner Surrender","Normal","Dog","Intact Male",5,"Transfer",2024-12-17,83,2019-10-23,4.43081679884331,0.778151250383644,1.17435900561955,0,2.23606797749979
"4903","A904973","Jonesy","Owner Surrender","Normal","Cat","Spayed Female",0.916666666666667,"Adoption",2024-06-29,8,2023-07-16,2.19722457733622,0.282546589969968,0.67163091077255,1,0.957427107756338
"4904","A904973","Jonesy","Owner Surrender","Normal","Cat","Spayed Female",0.833333333333333,"Adoption",2024-05-18,3,2023-07-16,1.38629436111989,0.263241434774581,0.648605217808274,1,0.912870929175277
"4905","A904983",NA,"Stray","Normal","Cat","Unknown",0.5,"Transfer",2024-05-20,5,2023-11-15,1.79175946922805,0.176091259055681,0.53479999673957,0,0.707106781186548
"4906","A904984","Pip","Owner Surrender","Normal","Other","Unknown",1,"Adoption",2024-08-06,83,2023-05-15,4.43081679884331,0.301029995663981,0.693147180559945,1,1
"4907","A904985","*Cassowary","Stray","Normal","Cat","Intact Male",0.916666666666667,"Adoption",2024-05-23,8,2023-06-16,2.19722457733622,0.282546589969968,0.67163091077255,1,0.957427107756338
"4908","A904986","Smokey","Stray","Normal","Cat","Intact Male",1,"Adoption",2024-05-20,5,2023-05-15,1.79175946922805,0.301029995663981,0.693147180559945,1,1
"4909","A904988","Curley","Owner Surrender","Normal","Other","Intact Male",2,"Adoption",2024-06-15,31,2022-05-15,3.46573590279973,0.477121254719662,0.881373587019543,1,1.4142135623731
"4910","A904991","*Olive","Stray","Normal","Dog","Intact Female",2,"Transfer",2024-09-01,109,2022-05-15,4.70048036579242,0.477121254719662,0.881373587019543,0,1.4142135623731
"4911","A904992","*Mango","Stray","Normal","Cat","Intact Female",2,"Adoption",2024-06-10,26,2022-05-15,3.29583686600433,0.477121254719662,0.881373587019543,1,1.4142135623731
"4912","A905001",NA,"Stray","Medical","Dog","Intact Female",0.166666666666667,"Transfer",2024-05-16,0,2024-02-16,0,0.0669467896306132,0.342346584848305,0,0.408248290463863
"4913","A905002","*Ursula","Owner Surrender","Normal","Cat","Spayed Female",1,"Transfer",2024-07-02,12,2023-05-16,2.56494935746154,0.301029995663981,0.693147180559945,0,1
"4914","A905002","*Ursula","Stray","Medical","Cat","Intact Female",1,"Adoption",2024-06-14,29,2023-05-16,3.40119738166216,0.301029995663981,0.693147180559945,1,1
"4915","A905005","Bingka","Stray","Normal","Dog","Spayed Female",5,"Adoption",2024-08-17,93,2019-05-16,4.54329478227,0.778151250383644,1.17435900561955,1,2.23606797749979
"4916","A905013",NA,"Stray","Normal","Cat","Intact Male",0.333333333333333,"Adoption",2024-08-28,104,2024-04-13,4.65396035015752,0.1249387366083,0.455746394408326,1,0.577350269189626
"4917","A905018","*Azriel","Stray","Normal","Dog","Intact Male",0.916666666666667,"Adoption",2024-05-31,15,2023-06-16,2.77258872223978,0.282546589969968,0.67163091077255,1,0.957427107756338
"4918","A905019","Cashw","Stray","Normal","Dog","Intact Female",1,"Adoption",2024-06-01,16,2023-05-16,2.83321334405622,0.301029995663981,0.693147180559945,1,1
"4919","A905020","Alma","Public Assist","Normal","Dog","Intact Female",2,"Adoption",2024-06-23,38,2022-05-16,3.66356164612965,0.477121254719662,0.881373587019543,1,1.4142135623731
"4920","A905022","Angel","Public Assist","Normal","Dog","Intact Female",2,"Adoption",2024-05-23,7,2022-05-16,2.07944154167984,0.477121254719662,0.881373587019543,1,1.4142135623731
"4921","A905023","Oj","Public Assist","Normal","Cat","Intact Male",2,"Adoption",2024-06-08,23,2022-05-16,3.17805383034795,0.477121254719662,0.881373587019543,1,1.4142135623731
"4922","A905029","Teddy","Stray","Normal","Cat","Intact Male",1,"Adoption",2024-06-10,25,2023-05-16,3.25809653802148,0.301029995663981,0.693147180559945,1,1
"4923","A905031","*Jackie","Stray","Normal","Cat","Spayed Female",8,"Adoption",2024-12-18,216,2016-05-16,5.37989735354046,0.954242509439325,1.34245404645353,1,2.82842712474619
"4924","A905033","Will Feral","Stray","Normal","Cat","Neutered Male",2,"Return to Owner",2024-05-19,3,2022-05-16,1.38629436111989,0.477121254719662,0.881373587019543,0,1.4142135623731
"4925","A905034",NA,"Stray","Normal","Cat","Spayed Female",2,"Transfer",2024-06-14,29,2022-05-16,3.40119738166216,0.477121254719662,0.881373587019543,0,1.4142135623731
"4926","A905041","Phoebe","Owner Surrender","Medical","Dog","Intact Female",0.166666666666667,"Adoption",2024-05-25,9,2024-03-03,2.30258509299405,0.0669467896306132,0.342346584848305,1,0.408248290463863
"4927","A905042",NA,"Stray","Medical","Dog","Intact Male",4,"Transfer",2024-05-17,1,2020-05-16,0.693147180559945,0.698970004336019,1.09861228866811,0,2
"4928","A905044",NA,"Stray","Neonatal","Cat","Intact Male",0.0576923076923077,"Transfer",2024-05-16,0,2024-04-24,0,0.0243593458594447,0.215266392366067,0,0.240192230707631
"4929","A905045",NA,"Stray","Normal","Cat","Unknown",2,"Transfer",2024-05-20,4,2022-05-16,1.6094379124341,0.477121254719662,0.881373587019543,0,1.4142135623731
"4930","A905046",NA,"Stray","Normal","Cat","Intact Female",0.0833333333333333,"Transfer",2024-05-22,6,2024-04-05,1.94591014905531,0.0347621062592119,0.253614663173636,0,0.288675134594813
"4931","A905047",NA,"Stray","Normal","Cat","Intact Male",0.0833333333333333,"Transfer",2024-05-22,6,2024-04-05,1.94591014905531,0.0347621062592119,0.253614663173636,0,0.288675134594813
"4932","A905048",NA,"Stray","Normal","Cat","Intact Male",0.0833333333333333,"Transfer",2024-05-22,6,2024-04-06,1.94591014905531,0.0347621062592119,0.253614663173636,0,0.288675134594813
"4933","A905049",NA,"Stray","Normal","Cat","Intact Female",0.0833333333333333,"Transfer",2024-05-22,6,2024-04-06,1.94591014905531,0.0347621062592119,0.253614663173636,0,0.288675134594813
"4934","A905050",NA,"Stray","Normal","Cat","Intact Female",0.0833333333333333,"Transfer",2024-05-22,6,2024-04-06,1.94591014905531,0.0347621062592119,0.253614663173636,0,0.288675134594813
"4935","A905053","Luna May","Owner Surrender","Normal","Dog","Spayed Female",6,"Transfer",2024-09-11,118,2018-05-16,4.77912349311153,0.845098040014257,1.23822631946233,0,2.44948974278318
"4936","A905054","Frank","Stray","Normal","Cat","Intact Male",0.166666666666667,"Adoption",2024-06-12,27,2024-04-08,3.3322045101752,0.0669467896306132,0.342346584848305,1,0.408248290463863
"4937","A905055","*Keiko","Stray","Normal","Cat","Intact Female",0.166666666666667,"Adoption",2024-07-02,47,2024-04-13,3.87120101090789,0.0669467896306132,0.342346584848305,1,0.408248290463863
"4938","A905056","*Jadzia","Stray","Normal","Cat","Intact Female",0.166666666666667,"Adoption",2024-06-28,43,2024-04-13,3.78418963391826,0.0669467896306132,0.342346584848305,1,0.408248290463863
"4939","A905057","*Kira","Stray","Normal","Cat","Intact Female",0.166666666666667,"Adoption",2024-07-02,47,2024-04-13,3.87120101090789,0.0669467896306132,0.342346584848305,1,0.408248290463863
"4940","A905058","*Theodora","Stray","Normal","Cat","Intact Female",2,"Adoption",2024-06-16,31,2022-05-16,3.46573590279973,0.477121254719662,0.881373587019543,1,1.4142135623731
"4941","A905059","Mary","Stray","Normal","Cat","Intact Female",0.166666666666667,"Adoption",2024-06-20,35,2024-04-16,3.58351893845611,0.0669467896306132,0.342346584848305,1,0.408248290463863
"4942","A905060","Puff","Stray","Normal","Cat","Intact Male",0.0833333333333333,"Adoption",2024-06-14,29,2024-04-16,3.40119738166216,0.0347621062592119,0.253614663173636,1,0.288675134594813
"4943","A905061","Dolly","Stray","Normal","Cat","Intact Female",0.0833333333333333,"Adoption",2024-06-07,22,2024-04-08,3.13549421592915,0.0347621062592119,0.253614663173636,1,0.288675134594813
"4944","A905062","Kayzer","Stray","Normal","Dog","Intact Male",0.166666666666667,"Adoption",2024-05-22,6,2024-03-07,1.94591014905531,0.0669467896306132,0.342346584848305,1,0.408248290463863
"4945","A905063","Mingo","Stray","Medical","Dog","Intact Male",1,"Adoption",2024-07-26,71,2023-05-29,4.27666611901606,0.301029995663981,0.693147180559945,1,1
"4946","A905064",NA,"Stray","Normal","Cat","Intact Male",1,"Adoption",2024-05-20,4,2023-05-16,1.6094379124341,0.301029995663981,0.693147180559945,1,1
"4947","A905065",NA,"Stray","Normal","Cat","Intact Male",0.0384615384615385,"Transfer",2024-05-16,0,2024-05-01,0,0.0163904161881694,0.179079753772601,0,0.196116135138184
"4948","A905066",NA,"Stray","Normal","Cat","Intact Female",0.0384615384615385,"Transfer",2024-05-16,0,2024-05-01,0,0.0163904161881694,0.179079753772601,0,0.196116135138184
"4949","A905068",NA,"Stray","Neonatal","Cat","Intact Male",0.0384615384615385,"Transfer",2024-05-16,0,2024-04-28,0,0.0163904161881694,0.179079753772601,0,0.196116135138184
"4950","A905069","Lula","Stray","Normal","Dog","Intact Female",2,"Return to Owner",2024-05-18,2,2022-05-16,1.09861228866811,0.477121254719662,0.881373587019543,0,1.4142135623731
