Animal ID,Name,DateTime,MonthYear,Date of Birth,Outcome Type,Outcome Subtype,Animal Type,Sex upon Outcome,Age upon Outcome,Breed,Color
A909733,,07/20/2024 06:45:00 PM,Jul 2024,07/05/2024,Transfer,Partner,Cat,Unknown,2 weeks,Domestic Shorthair,Blue Tabby
A909735,,07/20/2024 06:47:00 PM,Jul 2024,07/05/2024,Transfer,Partner,Cat,Unknown,2 weeks,Domestic Shorthair,Black Tabby
A909736,,07/20/2024 06:48:00 PM,Jul 2024,07/05/2024,Transfer,Partner,Cat,Unknown,2 weeks,Domestic Shorthair,Blue Tabby
A909737,,07/20/2024 06:49:00 PM,Jul 2024,07/05/2024,Transfer,Partner,Cat,Unknown,2 weeks,Domestic Shorthair,Blue/White
A909444,,07/20/2024 06:50:00 PM,Jul 2024,05/02/2024,Adoption,,Dog,Neutered Male,2 months,German Shepherd/Beauceron,Black/Tan
A909739,,07/20/2024 06:52:00 PM,Jul 2024,07/05/2024,Transfer,Partner,Cat,Unknown,2 weeks,Domestic Shorthair,Black
A909738,,07/20/2024 06:52:00 PM,Jul 2024,07/05/2024,Transfer,Partner,Cat,Unknown,2 weeks,Domestic Shorthair,Blue/White
A909740,,07/20/2024 06:54:00 PM,Jul 2024,07/05/2024,Transfer,Partner,Cat,Unknown,2 weeks,Domestic Shorthair,Black/White
A898674,Moka,07/20/2024 07:38:00 PM,Jul 2024,03/04/2023,Adoption,,Dog,Spayed Female,1 year,German Shepherd/Bloodhound,Brown/Tan
A897775,Ace,07/21/2024 12:00:00 AM,Jul 2024,02/06/2022,Adoption,,Dog,Neutered Male,2 years,Labrador Retriever,Black
A908806,Camo,07/21/2024 12:00:00 AM,Jul 2024,07/06/2021,Return to Owner,,Dog,Intact Male,3 years,Catahoula Mix,Brown/White
A904040,*Turnip,07/21/2024 12:00:00 AM,Jul 2024,04/14/2024,Adoption,Foster,Cat,Spayed Female,3 months,Siamese Mix,Lynx Point
A908685,,07/21/2024 10:30:00 AM,Jul 2024,07/03/2024,Died,In Kennel,Cat,Intact Female,2 weeks,Domestic Shorthair,Blue Tabby
A909648,Unknown,07/21/2024 11:50:00 AM,Jul 2024,07/18/2022,Euthanasia,Rabies Risk,Other,Intact Female,2 years,Raccoon,Gray/Black
A909651,Unknown,07/21/2024 11:52:00 AM,Jul 2024,06/18/2024,Euthanasia,Rabies Risk,Other,Unknown,4 weeks,Raccoon,Gray/Black
A909652,Unknown,07/21/2024 11:52:00 AM,Jul 2024,06/18/2024,Euthanasia,Rabies Risk,Other,Unknown,4 weeks,Raccoon,Gray/Black
A909649,Unknown,07/21/2024 11:53:00 AM,Jul 2024,06/18/2024,Euthanasia,Rabies Risk,Other,Unknown,4 weeks,Raccoon,Gray/Black
A909369,,07/21/2024 11:58:00 AM,Jul 2024,09/14/2023,Adoption,,Dog,Neutered Male,10 months,Maltese/Miniature Poodle,Cream
A907145,Mina,07/21/2024 12:13:00 PM,Jul 2024,03/11/2024,Adoption,,Cat,Spayed Female,4 months,Domestic Shorthair,Brown Tabby
A909629,Unknown,07/21/2024 12:25:00 PM,Jul 2024,07/18/2022,Euthanasia,Rabies Risk,Cat,Intact Female,2 years,Domestic Shorthair,Calico
A901868,Louie,07/21/2024 12:46:00 PM,Jul 2024,09/09/2023,,,Dog,Neutered Male,10 months,Wire Hair Fox Terrier Mix,Brown
A909532,,07/21/2024 01:37:00 PM,Jul 2024,05/02/2024,Euthanasia,Suffering,Dog,Intact Female,2 months,Weimaraner Mix,Brown/Blue
A904221,*Gracie,07/21/2024 01:41:00 PM,Jul 2024,05/08/2023,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair,Calico
A908947,Punxsutawney,07/21/2024 03:02:00 PM,Jul 2024,07/08/2023,Adoption,,Cat,Intact Female,1 year,Domestic Medium Hair,Tortie
A908095,Felix,07/21/2024 03:15:00 PM,Jul 2024,04/25/2024,Adoption,,Cat,Intact Male,2 months,Domestic Shorthair,Orange Tabby/White
A908412,*Dill,07/21/2024 03:47:00 PM,Jul 2024,06/29/2023,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair,Cream Tabby
A908413,*Pickles,07/21/2024 03:48:00 PM,Jul 2024,06/29/2022,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair,Blue Tabby
A908946,*Marsha,07/21/2024 04:21:00 PM,Jul 2024,07/08/2022,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair,Lynx Point/White
A904962,Dot,07/21/2024 06:36:00 PM,Jul 2024,01/19/2023,Transfer,Partner,Cat,Intact Female,1 year,Domestic Shorthair,Black/White
A904407,,07/22/2024 12:00:00 AM,Jul 2024,04/24/2024,Adoption,Foster,Cat,Spayed Female,2 months,Siamese Mix,Tortie Point
A897987,Blue,07/22/2024 12:38:00 PM,Jul 2024,01/29/2016,Transfer,Partner,Dog,Neutered Male,8 years,Pit Bull,Brown Brindle/White
A909810,Jimmy Dean,07/22/2024 12:58:00 PM,Jul 2024,07/21/2014,Return to Owner,,Dog,Intact Male,10 years,Jack Russell Terrier,Tricolor/White
A909748,*Cassat,07/22/2024 01:00:00 PM,Jul 2024,07/06/2024,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair,Cream Tabby
A909750,*Matisse,07/22/2024 01:02:00 PM,Jul 2024,07/06/2024,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair,Cream Tabby
A909851,,07/22/2024 01:03:00 PM,Jul 2024,07/16/2024,Transfer,Partner,Cat,Intact Female,6 days,Domestic Medium Hair,Tortie
A909751,*Monet,07/22/2024 01:03:00 PM,Jul 2024,07/09/2024,Transfer,Partner,Cat,Intact Male,1 weeks,Domestic Shorthair,Cream Tabby
A909753,*Degas,07/22/2024 01:03:00 PM,Jul 2024,07/06/2024,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair,Blue Tabby
A909752,*Renoir,07/22/2024 01:03:00 PM,Jul 2024,07/06/2024,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair,Gray Tabby/White
A909852,,07/22/2024 01:04:00 PM,Jul 2024,07/14/2024,Transfer,Partner,Cat,Intact Female,1 weeks,Domestic Medium Hair,Tortie
A909854,,07/22/2024 01:05:00 PM,Jul 2024,07/14/2024,Transfer,Partner,Cat,Intact Female,1 weeks,Domestic Medium Hair,Tortie
A909855,,07/22/2024 01:06:00 PM,Jul 2024,07/14/2024,Transfer,Partner,Cat,Intact Male,1 weeks,Domestic Medium Hair,Black
A845118,Demi,07/22/2024 01:12:00 PM,Jul 2024,08/25/2021,Euthanasia,Suffering,Cat,Spayed Female,2 years,Domestic Shorthair,Brown Tabby
A908803,,07/22/2024 01:34:00 PM,Jul 2024,07/05/2022,Adoption,,Bird,Intact Female,2 years,Peafowl,Gray
A907293,*Moxy,07/22/2024 04:03:00 PM,Jul 2024,02/13/2024,Adoption,,Dog,Spayed Female,5 months,Queensland Heeler Mix,Black/Blue Tick
A905479,,07/22/2024 04:14:00 PM,Jul 2024,05/06/2024,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Torbie
A906151,Dallas,07/22/2024 04:25:00 PM,Jul 2024,06/30/2023,Adoption,,Dog,Intact Male,1 year,Labrador Retriever Mix,White/Brown Brindle
A906854,*Taiki,07/22/2024 04:27:00 PM,Jul 2024,05/15/2024,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Brown Tabby
A906776,*Marmalade,07/22/2024 04:40:00 PM,Jul 2024,05/14/2024,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Brown Tabby
A904526,*Kryten,07/22/2024 05:05:00 PM,Jul 2024,04/25/2024,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Orange Tabby
A909134,,07/22/2024 05:30:00 PM,Jul 2024,04/25/2024,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Blue/White
A909135,,07/22/2024 05:30:00 PM,Jul 2024,04/25/2024,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Orange Tabby/White
A908938,Dozer,07/22/2024 05:32:00 PM,Jul 2024,07/08/2022,Return to Owner,,Dog,Intact Male,2 years,German Shepherd/Pit Bull,Brown
A907969,*Ariana,07/22/2024 05:51:00 PM,Jul 2024,12/23/2023,Adoption,,Cat,Spayed Female,6 months,Domestic Shorthair,Black
A909531,Pimpenta,07/22/2024 05:59:00 PM,Jul 2024,05/02/2024,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Blue/White
A909869,,07/22/2024 06:21:00 PM,Jul 2024,07/14/2024,Transfer,Partner,Cat,Intact Female,1 weeks,Domestic Shorthair,Blue Tabby
A904525,*Rimmer,07/22/2024 07:01:00 PM,Jul 2024,04/25/2024,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Orange Tabby
A909106,Metallica,07/22/2024 07:03:00 PM,Jul 2024,07/10/2023,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair,Calico
A909189,Lorenzo,07/22/2024 07:17:00 PM,Jul 2024,07/13/2022,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair,Orange Tabby
A906614,*Casscarina,07/23/2024 12:00:00 AM,Jul 2024,06/05/2019,Transfer,Partner,Cat,Spayed Female,5 years,Domestic Longhair,Tortie
A909612,,07/23/2024 07:05:00 AM,Jul 2024,07/18/2022,Transfer,Snr,Cat,Unknown,2 years,Domestic Shorthair,Black
A909279,,07/23/2024 09:16:00 AM,Jul 2024,07/03/2024,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair,Calico
A909278,,07/23/2024 09:16:00 AM,Jul 2024,07/03/2024,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair,Calico
A909276,,07/23/2024 09:16:00 AM,Jul 2024,07/03/2024,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair,Black Tabby/White
A909275,,07/23/2024 09:16:00 AM,Jul 2024,07/03/2024,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair,Orange
A909277,,07/23/2024 09:16:00 AM,Jul 2024,07/03/2024,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair,Calico
A909475,,07/23/2024 12:54:00 PM,Jul 2024,07/17/2020,Adoption,,Dog,Spayed Female,4 years,Chihuahua Longhair,Brown/Tan
A899887,*Moe,07/23/2024 01:01:00 PM,Jul 2024,03/12/2022,Adoption,,Dog,Neutered Male,2 years,Pit Bull,White/Gray
A909840,Sassy,07/23/2024 02:31:00 PM,Jul 2024,01/22/2023,Return to Owner,,Dog,Intact Female,1 year,Dachshund/Chihuahua Shorthair,Tricolor
A906976,*Lyanna,07/23/2024 02:34:00 PM,Jul 2024,02/10/2024,Adoption,Foster,Dog,Spayed Female,5 months,American Staffordshire Terrier,Black/White
A903455,*Chili Pepper,07/23/2024 02:41:00 PM,Jul 2024,03/29/2024,Adoption,Foster,Dog,Spayed Female,3 months,Labrador Retriever Mix,Cream/White
A903456,*Rice Puddin',07/23/2024 02:48:00 PM,Jul 2024,03/29/2024,Adoption,Foster,Dog,Neutered Male,3 months,Labrador Retriever Mix,White
A902308,*Mr. Wiggles,07/23/2024 02:57:00 PM,Jul 2024,04/15/2023,Adoption,Foster,Dog,Neutered Male,1 year,Chihuahua Shorthair,White/Cream
A908929,Bob,07/23/2024 03:04:00 PM,Jul 2024,07/07/2023,Adoption,,Dog,Intact Male,1 year,German Shepherd,Brown/Black
A906698,*Dahlia,07/23/2024 04:03:00 PM,Jul 2024,04/14/2024,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,Calico
A909108,*Moon,07/23/2024 04:14:00 PM,Jul 2024,07/10/2022,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair,Tortie
A908745,*Tyler,07/23/2024 04:27:00 PM,Jul 2024,05/05/2024,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
A908744,*Alex,07/23/2024 04:27:00 PM,Jul 2024,05/05/2024,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
A903693,,07/23/2024 04:32:00 PM,Jul 2024,04/27/2024,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Orange Tabby/White
A903808,Donut,07/23/2024 04:35:00 PM,Jul 2024,04/03/2023,Adoption,,Dog,Neutered Male,1 year,Pit Bull Mix,White/Brown
A907170,Bart,07/23/2024 04:43:00 PM,Jul 2024,06/12/2020,Adoption,,Cat,Neutered Male,4 years,Domestic Shorthair,Orange Tabby
A904679,*Sprinkles,07/23/2024 04:55:00 PM,Jul 2024,04/10/2024,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Black
A909565,*Home Slice,07/23/2024 04:56:00 PM,Jul 2024,05/02/2024,Adoption,,Dog,Neutered Male,2 months,Australian Cattle Dog Mix,Brown/White
A909624,,07/23/2024 05:08:00 PM,Jul 2024,04/18/2024,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair,Seal Point
A908046,A908046,07/23/2024 05:11:00 PM,Jul 2024,04/24/2024,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue Tabby/White
A888690,*Bernie,07/23/2024 05:16:00 PM,Jul 2024,09/11/2020,Adoption,,Dog,Neutered Male,3 years,American Bulldog,Black/White
A904953,Malcom,07/23/2024 05:44:00 PM,Jul 2024,03/10/2023,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair,Orange Tabby
A909562,Nova,07/23/2024 05:48:00 PM,Jul 2024,07/17/2022,Rto-Adopt,,Dog,Spayed Female,2 years,Pit Bull,Blue/White
A909563,Tyson,07/23/2024 05:49:00 PM,Jul 2024,07/17/2022,Rto-Adopt,,Dog,Neutered Male,2 years,Pit Bull,Brown Brindle/White
A905754,*Denali,07/23/2024 05:56:00 PM,Jul 2024,04/25/2024,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Cream Tabby
A905751,*Yosemite,07/23/2024 06:08:00 PM,Jul 2024,03/19/2024,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair,Orange Tabby
A907664,Bella,07/23/2024 06:10:00 PM,Jul 2024,06/19/2022,Adoption,,Dog,Spayed Female,2 years,German Shepherd Mix,Brown
A908207,*Diesel,07/23/2024 06:25:00 PM,Jul 2024,06/26/2023,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair,Black
A903457,*Red Beans,07/23/2024 06:29:00 PM,Jul 2024,03/29/2024,Adoption,Foster,Dog,Neutered Male,3 months,Labrador Retriever Mix,Tan/White
A909858,Putz,07/23/2024 06:30:00 PM,Jul 2024,07/22/2022,Return to Owner,,Cat,Intact Male,2 years,Domestic Shorthair,Orange Tabby
A906503,*Tornado,07/23/2024 06:31:00 PM,Jul 2024,03/08/2024,Adoption,,Cat,Neutered Male,4 months,Domestic Medium Hair,Brown Tabby/White
A903692,,07/23/2024 06:33:00 PM,Jul 2024,04/17/2024,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,Tortie
A901670,Bella,07/23/2024 07:11:00 PM,Jul 2024,01/22/2024,Return to Owner,,Dog,Intact Female,6 months,German Shepherd,Black/Tan
A909639,,07/23/2024 07:40:00 PM,Jul 2024,07/18/2023,Transfer,Partner,Cat,Intact Male,1 year,Domestic Shorthair,Cream Tabby
A909770,,07/24/2024 07:27:00 AM,Jul 2024,07/14/2024,Transfer,Partner,Cat,Unknown,1 weeks,Domestic Shorthair,Cream
A909347,,07/24/2024 09:17:00 AM,Jul 2024,07/14/2012,Died,Enroute,Dog,Intact Female,12 years,German Shepherd/Australian Shepherd,Brown/Black
A909732,,07/24/2024 09:20:00 AM,Jul 2024,07/20/2023,Euthanasia,Suffering,Dog,Intact Female,1 year,Labrador Retriever Mix,Black/White
A902156,*Sarah,07/24/2024 09:20:00 AM,Jul 2024,04/11/2024,Died,In Kennel,Cat,Spayed Female,3 months,Domestic Shorthair,Brown Tabby/White
A909059,,07/24/2024 09:29:00 AM,Jul 2024,07/03/2024,Died,In Kennel,Dog,Intact Female,3 weeks,Border Collie Mix,Chocolate
A908493,,07/24/2024 09:31:00 AM,Jul 2024,05/01/2024,Euthanasia,Suffering,Bird,Unknown,2 months,Polish,Black/White
A908865,,07/24/2024 09:32:00 AM,Jul 2024,07/05/2024,Disposal,,Cat,Intact Female,2 weeks,Domestic Shorthair,Brown Tabby
A909718,Unknown,07/24/2024 09:33:00 AM,Jul 2024,07/19/2022,Euthanasia,Suffering,Cat,Intact Male,2 years,Domestic Shorthair,Brown Tabby/White
A905791,Microwave,07/24/2024 09:33:00 AM,Jul 2024,04/27/2024,Euthanasia,At Vet,Cat,Intact Male,2 months,Domestic Shorthair,Gray Tabby/White
A908129,Sindi,07/24/2024 10:57:00 AM,Jul 2024,05/16/2024,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby/Gold
A909661,Lil Bear*,07/24/2024 01:04:00 PM,Jul 2024,05/18/2024,Transfer,Partner,Dog,Intact Female,2 months,Lhasa Apso Mix,Tricolor
A865274,Angel,07/24/2024 01:05:00 PM,Jul 2024,04/06/2022,Transfer,Partner,Dog,Intact Female,2 years,Pit Bull,Black/White
A905287,*Ozzy,07/24/2024 01:21:00 PM,Jul 2024,07/19/2023,Transfer,Partner,Dog,Intact Male,1 year,German Shepherd Mix,Black/Brown
A901383,Manny,07/24/2024 01:49:00 PM,Jul 2024,02/01/2023,Adoption,,Dog,Neutered Male,1 year,Australian Cattle Dog/Pit Bull,Black/White
A910047,Neo,07/24/2024 02:02:00 PM,Jul 2024,07/22/2024,Transfer,Partner,Cat,Intact Male,2 days,Domestic Shorthair,Black/Gray
A906223,Olive,07/24/2024 02:21:00 PM,Jul 2024,05/01/2022,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair,Brown Tabby
A910065,,07/24/2024 04:00:00 PM,Jul 2024,07/11/2024,Transfer,Partner,Cat,Intact Male,1 weeks,Domestic Shorthair,Orange Tabby/White
A906690,*Dahlia,07/24/2024 04:01:00 PM,Jul 2024,06/06/2023,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair,Orange Tabby/White
A907258,Finch,07/24/2024 04:01:00 PM,Jul 2024,03/25/2024,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair,Gray
A906889,,07/24/2024 04:16:00 PM,Jul 2024,04/28/2024,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black
A906564,Storm,07/24/2024 04:25:00 PM,Jul 2024,05/07/2024,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Brown Tabby
A909533,,07/24/2024 04:34:00 PM,Jul 2024,05/02/2024,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Brown Tabby/White
A909645,Luna,07/24/2024 05:16:00 PM,Jul 2024,05/04/2024,Adoption,,Dog,Spayed Female,2 months,Great Pyrenees,Cream
A906693,*Yuri,07/24/2024 05:46:00 PM,Jul 2024,04/14/2024,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair,Orange Tabby/White
A906694,*Yuki,07/24/2024 05:46:00 PM,Jul 2024,04/14/2024,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair,White/Orange Tabby
A899637,Winnie,07/24/2024 05:51:00 PM,Jul 2024,07/09/2022,Adoption,Foster,Dog,Spayed Female,2 years,Vizsla Mix,Red
A879493,Marcy,07/24/2024 06:13:00 PM,Jul 2024,10/26/2021,Adoption,,Dog,Spayed Female,2 years,Pit Bull Mix,Fawn/White
A908103,Nila,07/24/2024 06:19:00 PM,Jul 2024,04/10/2024,Adoption,,Dog,Spayed Female,3 months,German Shepherd Mix,Brown/Black
A909723,,07/24/2024 06:37:00 PM,Jul 2024,04/04/2024,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby/Tortie
A907811,*Finn,07/24/2024 06:45:00 PM,Jul 2024,06/21/2022,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair,Cream Tabby/White
A907563,,07/25/2024 11:14:00 AM,Jul 2024,04/24/2024,Adoption,,Cat,Spayed Female,3 months,Domestic Longhair,White/Cream
A908191,*Bluebell,07/25/2024 11:25:00 AM,Jul 2024,06/26/2023,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair,Torbie
A905776,,07/25/2024 12:11:00 PM,Jul 2024,04/24/2024,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair,White/Blue
A904528,*Holly,07/25/2024 12:18:00 PM,Jul 2024,04/25/2024,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Torbie
A901146,*Bear,07/25/2024 12:25:00 PM,Jul 2024,03/29/2014,Adoption,Foster,Cat,Neutered Male,10 years,Domestic Medium Hair,Black
A895739,Ivy,07/25/2024 01:03:00 PM,Jul 2024,10/03/2018,Adoption,Foster,Dog,Spayed Female,5 years,Collie Rough Mix,Black/Brown
A909798,,07/25/2024 01:06:00 PM,Jul 2024,04/21/2024,Adoption,,Bird,Unknown,3 months,Turkey,Black/White
A843209,Barack,07/25/2024 01:34:00 PM,Jul 2024,03/28/2020,Return to Owner,,Dog,Intact Male,4 years,Pit Bull,Tan/White
A903135,*Brownie,07/25/2024 01:45:00 PM,Jul 2024,04/25/2022,Adoption,Foster,Dog,Spayed Female,2 years,Pit Bull,Red
A906434,*Cinnamon Swirl,07/25/2024 02:22:00 PM,Jul 2024,08/03/2023,Adoption,Foster,Cat,Neutered Male,11 months,Domestic Shorthair,Cream Tabby/White
A905705,King,07/25/2024 02:26:00 PM,Jul 2024,11/23/2022,Adoption,,Dog,Neutered Male,1 year,Pit Bull,Buff/White
A910083,,07/25/2024 02:41:00 PM,Jul 2024,06/18/2024,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair,White/Brown Tabby
A909972,Harper,07/25/2024 02:51:00 PM,Jul 2024,07/23/2014,Adoption,,Cat,Spayed Female,10 years,Domestic Shorthair,Seal Point
A909973,Audrie,07/25/2024 02:51:00 PM,Jul 2024,07/23/2015,Adoption,,Cat,Spayed Female,9 years,Domestic Longhair,Blue/White
A908048,,07/25/2024 02:54:00 PM,Jul 2024,06/02/2024,Died,In Foster,Cat,Intact Female,1 month,Domestic Shorthair,Blue Tabby
A908076,Scarlet,07/25/2024 03:32:00 PM,Jul 2024,03/15/2016,Adoption,Foster,Dog,Spayed Female,8 years,Pit Bull,Blue/White
A908109,,07/25/2024 03:51:00 PM,Jul 2024,07/17/2023,Transfer,Partner,Dog,Spayed Female,1 year,Shih Tzu Mix,Black/White
A908592,Martini,07/25/2024 04:17:00 PM,Jul 2024,05/02/2024,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Brown Tabby
A907634,,07/25/2024 04:31:00 PM,Jul 2024,05/22/2024,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Black
A900764,Princess,07/25/2024 04:34:00 PM,Jul 2024,03/24/2021,Adoption,,Dog,Spayed Female,3 years,Pit Bull Mix,Blue/White
A906699,*Zinnia,07/25/2024 04:35:00 PM,Jul 2024,04/14/2024,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,Torbie/White
A909754,Oliver,07/25/2024 04:52:00 PM,Jul 2024,07/20/2022,Adoption,,Dog,Neutered Male,2 years,Jack Russell Terrier,White/Tan
A899021,*Josephine,07/25/2024 05:02:00 PM,Jul 2024,02/27/2023,Adoption,Foster,Cat,Spayed Female,1 year,Domestic Shorthair,Black/White
A899369,Kitten 1,07/25/2024 05:03:00 PM,Jul 2024,12/20/2023,Adoption,Foster,Cat,Spayed Female,7 months,Domestic Shorthair,Black/White
A899370,Kitten 2,07/25/2024 05:05:00 PM,Jul 2024,12/20/2023,Adoption,Foster,Cat,Neutered Male,7 months,Domestic Shorthair,Black
A907897,Lucy,07/25/2024 05:19:00 PM,Jul 2024,06/22/2023,,,Dog,Spayed Female,1 year,Siberian Husky,Brown/White
A906775,*Jam,07/25/2024 05:30:00 PM,Jul 2024,05/06/2024,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Blue Tabby/White
A906773,*Jelly,07/25/2024 05:30:00 PM,Jul 2024,05/14/2024,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Blue Tabby/White
A878042,Chato,07/25/2024 05:31:00 PM,Jul 2024,04/06/2021,Euthanasia,Behavior,Dog,Neutered Male,3 years,Pit Bull,Blue/White
A910145,159 Grams,07/25/2024 06:15:00 PM,Jul 2024,07/10/2024,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair,Calico/White
A908252,Nikki,07/25/2024 06:19:00 PM,Jul 2024,03/27/2024,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,Torbie
A909835,Ginger,07/25/2024 06:20:00 PM,Jul 2024,07/22/2019,Adoption,,Cat,Spayed Female,5 years,Domestic Shorthair,Orange Tabby
A908874,*Beckham,07/25/2024 06:20:00 PM,Jul 2024,05/28/2024,Adoption,,Cat,Intact Female,1 month,Domestic Shorthair,Orange Tabby
A908875,Teddy,07/25/2024 06:20:00 PM,Jul 2024,04/25/2024,Adoption,,Cat,Neutered Male,2 months,Domestic Medium Hair,Orange Tabby/White
A741801,Jac,07/25/2024 06:20:00 PM,Jul 2024,11/09/2016,Adoption,,Cat,Neutered Male,7 years,Domestic Longhair Mix,Brown Tabby/White
A909881,,07/26/2024 12:00:00 AM,Jul 2024,06/10/2024,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair,Blue Tabby
A897766,*Marshall,07/26/2024 10:32:00 AM,Jul 2024,02/06/2016,Adoption,Foster,Dog,Neutered Male,8 years,Pit Bull Mix,Blue/White
A910050,Canelo,07/26/2024 11:40:00 AM,Jul 2024,06/05/2024,Transfer,Partner,Dog,Intact Male,1 month,Pomeranian,White
A910038,Ace,07/26/2024 11:51:00 AM,Jul 2024,03/24/2024,Return to Owner,,Dog,Intact Female,4 months,American Pit Bull Terrier,Blue/Tan
A909702,Pepper,07/26/2024 12:53:00 PM,Jul 2024,07/19/2020,Adoption,,Cat,Neutered Male,4 years,Domestic Shorthair,Brown Tabby/White
A905754,*Denali,07/26/2024 01:02:00 PM,Jul 2024,04/25/2024,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair,Cream Tabby
A910085,Misty,07/26/2024 01:19:00 PM,Jul 2024,07/26/2020,Return to Owner,,Dog,Intact Female,4 years,Pit Bull/Basset Hound,Black/White
A909850,,07/26/2024 01:39:00 PM,Jul 2024,04/22/2024,Euthanasia,Suffering,Cat,Intact Male,3 months,Domestic Shorthair,Brown Tabby/White
A874032,Baxter,07/26/2024 01:45:00 PM,Jul 2024,07/21/2022,Adoption,,Dog,Neutered Male,2 years,Labrador Retriever/German Shepherd,White/Gray
A903604,*Nancy,07/26/2024 02:00:00 PM,Jul 2024,03/08/2024,Adoption,,Dog,Spayed Female,4 months,Plott Hound/Australian Cattle Dog,Brown Brindle/White
A901357,*Honeybutter Chickenbiscuit,07/26/2024 02:08:00 PM,Jul 2024,03/01/2024,Adoption,Foster,Cat,Spayed Female,4 months,Domestic Shorthair,Black/White
A901521,*Peach,07/26/2024 02:49:00 PM,Jul 2024,03/19/2024,Transfer,Partner,Cat,Spayed Female,4 months,Domestic Shorthair,Brown Tabby
A903827,Dolly,07/26/2024 02:52:00 PM,Jul 2024,05/03/2022,Transfer,Partner,Cat,Spayed Female,2 years,Domestic Shorthair,Blue Tabby
A907560,*Katia,07/26/2024 04:09:00 PM,Jul 2024,05/19/2024,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Black/White
A906867,Beans,07/26/2024 04:14:00 PM,Jul 2024,05/07/2024,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Brown Tabby
A909875,Nellie,07/26/2024 04:14:00 PM,Jul 2024,01/22/2023,Adoption,,Dog,Spayed Female,1 year,Dachshund,Brown
